0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
,君　子,,人,於,義,以,恩,不,掩；,恩,以,義,不,掩。,義,以,,君子之於人不以義掩恩，不以恩掩義。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0605a6,,,,,,,,,,,,,,,,,,,4840,1491,3125,3612,5714,1131,2530,5324,197,4840,5343,3878,1491,1729,3612,5714,,,𘘖,𗅋,𗏅,𗫂,𗾖,𘈷,𘖑,𘒮,𘟂,𘘖,𗳒,𗧘,𗅋,𘛓,𗫂,𗾖,
,ljị2,mji1,·jwɨɨ1,tja1,goor1,gji2,mjɨ1,zeew2,ŋwu2,ljị2,ŋwu2,wo2,mji1,bjiij1,tja1,goor1,,,恩,不,掩,者，,君　子,,不,忍,COP。,恩,以,義,不,掩,者，,君,,以義掩恩，君子之所不忍；以恩掩義， ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0605a7,,,,,,,,,,,,,,,,,,,1131,2530,4913,197,5722,2427,5476,1086,2860,1427,4110,3612,4840,197,5722,3593,
,𘈷,𘖑,𘜕,𘟂,𗿖,𘃟,𗈮,𗸱,𘝮,𗅉,𘓠,𗫂,𘘖,𘟂,𗿖,𗥡,,,gji2,mjɨ1,kjir2,ŋwu2,ŋiaa2,·jwã1,ɣier1,no2,lwụ1,nioow1,ɣa1,tja1,ljị2,ŋwu2,ŋiaa2,lu2,,,子,不,敢,COP。,[顏 淵],,死； ,子,哭,後,慟,者，,恩,COP。,[顏 路],,,君子之所不敢。顏淵死而子哭之慟者，恩也；,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0605a8,,,,,,,,,,,,,,,,,
,683,236,4806,2413,1491,464,3612,3878,197,3681,1724,4633,1491,4911,4139,1629,,,𗟔,𗴿,𗱄,𘃡,𗅋,𘓯,𗫂,𗧘,𘟂,𗪨,𘕘,𗖸,𗅋,𘜘,𗌭,𘚻,,,ko1,kjụ1,thjɨ̣2,wji1,mji1,khjow1,tja1,wo2,ŋwu2,miej2,tsə1,ŋwuu1,mji1,rjir1,ku1,de2,,,車,請,椁,為,不,與,者，,義,是。,[孟 子],,曰：,「不,得,則；,悅,,顏路請車以為椁而不與之，義也。孟子曰：「不得 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0605b1,,,,,,,,,,,,,,,,,,,2778,3510,1136,3510,4139,1629,2778,3510,4911,1427,1136,5753,4139,4612,4105,6,,,𘏚,𗤋,𘔮,𗤋,𗌭,𘚻,𘏚,𗤋,𘜘,𗅉,𘔮,𗿷,𗌭,𗖏,𘓐,𗄊,,,tjị2,mjij1,war2,mjij1,ku1,de2,tjị2,mjij1,rjir1,nioow1,war2,dźjij2,ku1,njwo2,dzjwo2,zji2,,,不　可。,,財,無,則；,悅,處,無。,得,後,財,有,則；,古,人,皆,,不可以為悅，無財不可以為悅。得之為有財，古之人皆用之。」,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0605b2,,,,,,,,,,,,,,,,,,,2977,2422,2214,659,4139,5722,2427,659,1132,1136,5753,1348,4310,1741,3612,653,,,𗭍,𘃞,𘌽,𗍊,𗌭,𗿖,𘃟,𗍊,𘔫,𘔮,𗿷,𗅔,𗋕,𘂛,𗫂,𗌽,,,dźjịj1,ljɨ1,thjɨ2,sju2,ku1,ŋiaa2,·jwã1,sju2,lụ2,war2,dźjij2,njaa2,thja1,tshe2,tja1,djɨ2,,,施,也」,然　則,,,[顏 淵],,如,貧,物,有,非。,其,賤,者，,△,
然則顏淵之貧，非所謂有財；其賤也，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0605b3,,,,,,,,,,,,,,,,,,,4911,1348,5009,5714,1086,683,1491,464,2468,3485,3153,4305,2413,1491,316,447,,,𘜘,𗅔,𘘦,𗾖,𗸱,𗟔,𗅋,𘓯,𘗠,𗣕,𗢣,𗊢,𘃡,𗅋,𗟭,𗟻,,,rjir1,njaa2,tśhjwo1,goor1,no2,ko1,mji1,khjow1,ɣa1,wjị1,lhji2,ljɨɨ1,wji1,mji1,wo2,phji1,
,得,非。,故,孔　子,,車,不,與；,門,人,厚　葬,,為，,不,可，,PUT,,非所謂得之。此孔子所以不與之車，而以門人厚葬為不可也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0605b4,,,,,,,,,,,,,,,,,,,2422,2427,5283,2468,3485,3153,4305,2413,5714,1086,1491,316,4979,5714,1086,5439,,,𘃞,𘃟,𗗙,𘗠,𗣕,𗢣,𗊢,𘃡,𗾖,𗸱,𗅋,𗟭,𘘥,𗾖,𗸱,𘒻,
,ljɨ1,·jwã1,·jij1,ɣa1,wjị1,lhji2,ljɨɨ1,wji1,goor1,no2,mji1,wo2,·jɨ2,goor1,no2,ljwij1,,,也。,[淵],於,門,人,厚　葬,,為；,孔　子,,「不,可」,謂。,孔　子,,死,,回之死，門人厚葬之，孔子以為不可；孔子之死，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0605b5,,,,,,,,,,,,,,,,,,,74,2468,3485,1718,3433,3153,1365,4614,3141,5714,1131,5423,5283,1348,1491,4979,
,𗀔,𘗠,𗣕,𘕕,𗤀,𗢣,𗅲,𗖵,𗢤,𗾖,𘈷,𗳱,𗗙,𗅔,𗅋,𘘥,,,tśhjaa1,ɣa1,wjị1,sọ1,śjij1,lhji2,tjɨ̣j2,bju1,la2,goor1,gji2,thja2,·jij1,njaa2,mji1,·jɨ2,,,上，,門,人,三,代,葬,禮,以,葬。,君　子,,其,於,「非」,不,謂,,門人以三代之禮葬之，君子不以為非,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0605b6,,,,,,,,,,,,,,,,,
,3612,2350,5714,1086,4474 ,3355,5753,4250,1427,1649,2977,2778,3510,1365,4614,4904,,,𗫂,𘍞,𗾖,𗸱,𗰣,𗣼,𗿷,𗋸,𗅉,𘉑,𗭍,𘏚,𗤋,𗅲,𗖵,𗱱,,,tja1,·io1,goor1,no2,zjịj1,tśhja2,dźjij2,mja1,nioow1,mjɨ1,dźjịj1,tjị2,mjij1,tjɨ̣j2,bju1,tshja2,,,者，,蓋,孔　子,,之,德,有；,然　後,,{人,行,處,無},禮,以,報,,者，蓋有孔子之德，然後可葬以人所不可行之禮，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0605b7,,,,,,,,,,,,,,,,,,,316,2422,2071,4310,3355,5714,1086,362,3591,4858,2413,3346,2819,3612,2468,3485,,,𗟭,𘃞,𗓱,𗋕,𗣼,𗾖,𗸱,𗸒,𗤢,𘘚,𘃡,𗦇,𗰁,𗫂,𘗠,𗣕,,,wo2,ljɨ1,tjij1,thja1,tśhja2,goor1,no2,su1,bji2,dzjiij2,wji1,lew2,dźioow2,tja1,ɣa1,wjị1,,,宜,也。,若,其,德,孔　子,,比,下?,師,為,　可,,者，,門,人,,若無其德如孔子，而亦可以為師者，門人,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0605b8,,,,,,,,,,,,,,,,,,,3153,4305,2413,4139,1050,2422,5714,1086,4633,3604,1491,3604,4412,2816,1131,197,,,𗢣,𗊢,𘃡,𗌭,𗷁,𘃞,𗾖,𗸱,𗖸,𗧁,𗅋,𗧁,𘝵,𗯩,𘈷,𘟂,,,lhji2,ljɨɨ1,wji1,ku1,dzaa1,ljɨ1,goor1,no2,ŋwuu1,rjijr2,mji1,rjijr2,·jij1,twụ1,gji2,ŋwu2,,,厚　葬,,為,則；,過,也。,孔　子,,曰：,「才,不,才,　各,,子,COP」,
厚葬之則過矣。孔子曰：「才不才，亦各言其子。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606a1,,,,,,,,,,,,,,,,,,,4979,4139,155,4024,4729,3510,6,5312,2020,1899,4633,1273,4997,5439,1273,4997,,,𘘥,𗌭,𗵿,𗶩,𘄿,𗤋,𗄊,𘇒,𗑠,𘁟,𗖸,𗹦,𘘮,𘒻,𗹦,𘘮,,,·jɨ2,ku1,bee2,thji2,tjij1,mjij1,zji2,wier1,rjir2,do2,ŋwuu1,mə1,mjo2,ljwij1,mə1,mjo2,
,謂,則；,{[墨 翟],,等,無，,皆,愛},與,異。,曰：,「天,予,喪。,天,予,,則與墨翟「愛無差等」異。曰：「天喪予。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606a2,,,,,,,,,,,,,,,,,,,5439,4979,3612,2145,4101,4633,1273,4997,3417,1273,4997,3417,4979,2020,5087,4784,,,𘒻,𘘥,𗫂,𘕪,𘓖,𗖸,𗹦,𘘮,𗥊,𗹦,𘘮,𗥊,𘘥,𗑠,𘙰,𘝾,
,ljwij1,·jɨ2,tja1,ɣew1,kow1,ŋwuu1,mə1,mjo2,gjiij1,mə1,mjo2,gjiij1,·jɨ2,rjir2,lew2,lji2,,,喪」,謂,者，,[哀],公,曰：,「天,予,,天,予,」,謂,與,同。,[鯉],,則與哀公：「天祝予 ，天祝予」同。鯉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606a3,,,,,,,,,,,,,,,,,,,5476,3612,5722,2427,362,3699,197,3842,2746,1738,5722,2427,5476,4784,362,3699,
,𗈮,𗫂,𗿖,𘃟,𗸒,𗪘,𘟂,𗤮,𘐆,𘂤,𗿖,𘃟,𗈮,𘝾,𗸒,𗪘,,,ɣier1,tja1,ŋiaa2,·jwã1,su1,sji1,ŋwu2,nwə-,la1,kha1,ŋiaa2,·jwã1,ɣier1,lji2,su1,sji1,,,死,者，,[顏 淵],,比,先,COP。,史　記,,中：,[顏 淵],,死,[鯉],比,先。,,之死先於顏淵。《史記》以顏淵之死先於鯉，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606a4,,,,,,,,,,,,,,,,,
,4979,3612,4367,2422,,,,,,,,,,,,,,,𘘥,𗫂,𘗫,𘃞,,,,,,,,,,,,,,,·jɨ2,tja1,lạ1,ljɨ1,,,,,,,,,,,,,,,謂,者，,妄,也。,,,,,,,,,,,,,,妄矣。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0606a5,,,,,,,,,,,,,,,,,,4752,3593,3142,3306,5160,3415,1086,4633,4105,5160,2530,3838,3142,5160,4414,3838,4633,,𘅧,𗥡,𗢛,𗼈,𘒇,𗤄,𗸱,𗖸,𘓐,𘒇,𘖑,𗩱,𗢛,𘒇,𘝶,𗩱,𗖸,,kjwi1,lu2,·ju1,njạ1,tshji2,·jɨr1,no2,ŋwuu1,dzjwo2,tshji2,mjɨ1,njwi2,·ju1,tshji2,thjij2,njwi2,ŋwuu1,,[季 路],,鬼,神,事,問。,子,曰：,人,事,不,能，,鬼,事,焉,能。,曰：,,季路問事鬼神，子曰：「未能事人，焉能事鬼？」,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0606a6,,,,,,,,,,,,,,,,,,3086,5343,5480,3415,4633,2754,2530,1420,5480,4414,1420,,,,,,,,𗴢,𗳒,𗈶,𗤄,𗖸,𘎳,𘖑,𗄻,𗈶,𘝶,𗄻,,,,,,,,bjuu1,ŋwu2,sjɨ1,·jɨr1,ŋwuu1,wee1,mjɨ1,nwə1,sjɨ1,thjij2,nwə1,,,,,,,,「敬,以,死,問」,曰：,「生,不,知，,死,焉 ,知」,,,,,,,
「敢問死。」曰：「未知生，焉知死。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606a7,,,,,,,,,,,,,,,,,,,4859,3838,3612,1879,1491,4475,3861,3838,3612,4729,1491,1729,1724,3593,3142,5160,,,𘘝,𗩱,𗫂,𗑝,𗅋,𗰛,𗫦,𗩱,𗫂,𘄿,𗅋,𘛓,𘕘,𗥡,𗢛,𘒇,,,dzjiij2,njwi2,tja1,tsewr1,mji1,dzjịj1,ɣiew1,njwi2,tja1,tjij1,mji1,bjiij1,tsə1,lu2,·ju1,tshji2,
,教,能,者，,節,不,陵；,學,能,者，,等,不,躐。,[子 路],,鬼,事,,善教者，不陵節 ；善學者，不躐等 。子路問事鬼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606a8,,,,,,,,,,,,,,,,,,,5126,5480,1420,3415,4729,1729,197,2422,5714,1086,1491,2777,3612,1879,1491,4475,,,𘓁,𗈶,𗄻,𗤄,𘄿,𘛓,𘟂,𘃞,𗾖,𗸱,𗅋,𘎪,𗫂,𗑝,𗅋,𗰛,
,ljɨ̣1,sjɨ1,nwə1,·jɨr1,tjij1,bjiij1,ŋwu2,ljɨ1,goor1,no2,mji1,tshjiij1,tja1,tsewr1,mji1,dzjịj1,,,與,死,知,問；,等,躐,是,也。,孔　子,,不,說,者，,節,不,陵,,與知死，躐等也；孔子不告之，不陵節也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606b1,,,,,,,,,,,,,,,,,,,197,2350,4105,5160,173,2417,4139,3142,5160,1420,2422,2754,3878,1420,4139,5480,
,𘟂,𘍞,𘓐,𘒇,𗵘,𘃪,𗌭,𗢛,𘒇,𗄻,𘃞,𘎳,𗧘,𗄻,𗌭,𗈶,,,ŋwu2,·io1,dzjwo2,tshji2,tśja1,dźjwa1,ku1,·ju1,tshji2,nwə1,ljɨ1,wee1,wo2,nwə1,ku1,sjɨ1,,,是。,蓋,人,事,道,盡,則，,鬼,事,知,也。,生,理 ,知,則，,死,,蓋盡事人之道則知事鬼，盡知生之理則可以知死。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606b2,,,,,,,,,,,,,,,,,
,1730,1420,2422,5480,2754,2777,5126,3142,3306,1272,2352,3615,1399,2417,5187,1136,,,𘂆,𗄻,𘃞,𗈶,𘎳,𘎪,𘓁,𗢛,𗼈,𗹬,𘍦 ,𗪟,𗅢,𘃪,𘆏,𘔮,,,tsjɨ1,nwə1,ljɨ1,sjɨ1,wee1,tshjiij1,ljɨ̣1,·ju1,njạ1,sjij2,·jij1,ɣu1,seew2,dźjwa1,ljɨɨ1,war2,,,亦,知,也。,{死,生,說,及,鬼,神,識},相。 ,{始,原，,終,要，,物,,死生之說、鬼神之情狀，非夫原始要終 、極物知變，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0606b3,,,,,,,,,,,,,,,,,,,3671,2371,1420,1348,4139,2214,4638,3838,2422,4310,1724,4101,5480,2934,1420,5479,,,𗫡,𘂫,𗄻,𗅔,𗌭,𘌽,𗖶,𗩱,𘃞,𗋕,𘕘,𘓖,𗈶,𗇋,𗄻,𗈪,,,njɨ2,wjɨ̣1,nwə1,njaa2,ku1,thjɨ2,sjwɨ1,njwi2,ljɨ1,thja1,tsə1,kow1,sjɨ1,mjijr2,nwə1,·ja-,,,至，,變,知},非,則；,此,孰,能,也。,其,[子 貢],,{死,者,知,INT,,孰與此哉。然子貢問死者之所知,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0606b4,,,,,,,,,,,,,,,,,,,4918,3415,5714,1086,1491,2777,2677,1230,3142,3306,3722,3415,5714,1086,2777,3612,,,𘟣,𗤄,𗾖,𗸱,𗅋,𘎪,𘏾,𗂏,𗢛,𗼈,𗦻,𗤄,𗾖,𗸱,𘎪,𗫂,,,dju1,·jɨr1,goor1,no2,mji1,tshjiij1,tsẹj1,·ju1,·ju1,njạ1,mjiij2,·jɨr1,goor1,no2,tshjiij1,tja1,,,有},問，,孔　子,,不,告。,{[宰 予],,鬼,神,名,問；,孔　子,,說},者，,
而不告，宰予問鬼神之名而告之。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606b5,,,,,,,,,,,,,,,,,,,4310,1491,2777,1175,1724,4101,2020,2834,4310,2677,1230,5283,2777,2214,2020,1899,,,𗋕,𗅋,𘎪,𗡶,𘕘,𘓖,𗑠,𗯮,𗋕,𘏾,𗂏,𗗙,𘎪,𘌽,𗑠,𘁟,,,thja1,mji1,tshjiij1,śjij1,tsə1,kow1,rjir2,thwuu1,thja1,tsẹj1,·ju1,·jij1,tshjiij1,thjɨ2,rjir2,do2,
,其,不,說,法,[子 貢],,與,同，,其,[宰　我],,於,說,此,與,異,,其不告與此同，其告與此異者，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606b6,,,,,,,,,,,,,,,,,,,3612,2350,2777,3346,3612,3142,5160,4777,197,1491,2777,1175,3612,3142,5160,173,,,𗫂,𘍞,𘎪,𗦇,𗫂,𗢛,𘒇,𘅣,𘟂,𗅋,𘎪,𗡶,𗫂,𗢛,𘒇,𗵘,
,tja1,·io1,tshjiij1,lew2,tja1,·ju1,tshji2,dạ2,ŋwu2,mji1,tshjiij1,śjij1,tja1,·ju1,tshji2,tśja1,,,者，,蓋,說,當,者，,鬼,侍,事,是；,不,說,法,者，,鬼,侍,道,,蓋所告者，事鬼之事；不告者，事鬼之道也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606b7,,,,,,,,,,,,,,,,,,,197,????,1738,5480,2754,1420,3142,3306,362,3699,1724,3593,3415,4724,3699,3142,
,𘟂,,𘂤,𗈶,𘎳,𗄻,𗢛,𗼈,𗸒,𗪘,𘕘,𗥡,𗤄,𘅍,𗪘,𗢛,,,ŋwu2,,kha1,sjɨ1,wee1,nwə1,·ju1,njạ1,su1,sji1,tsə1,lu2,·jɨr1,zjịj1,sji1,·ju1,,,是。,易,中,死,生,知,鬼,神,比,先。,[子 路],,問,時，,先,鬼,,易以知死生先于鬼神。子路之問，則先事鬼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0606b8,,,,,,,,,,,,,,,,,
,5160,5608,5480,1420,3612,2350,3142,5160,3415,2778,1491,4911,1427,5615,2808,1763,,,𘒇,𗏡,𗈶,𗄻,𗫂,𘍞,𗢛,𘒇,𗤄,𘏚,𗅋,𘜘,𗅉,𗏣,𘐡,𘕿,,,tshji2,kụ1,sjɨ1,nwə1,tja1,·io1,·ju1,tshji2,·jɨr1,tjị2,mji1,rjir1,nioow1,rjijr2,tśjɨɨ1,ɣa2,,,侍,後,死,知,者；,蓋,鬼,事,問,處,不,得，,然　後,,序,於,,而後及知死者，蓋問事鬼而不可得，然後及於其次者。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0607a1,,,,,,,,,,,,,,,,,,,3671,2422,,,,,,,,,,,,,,,,,𗫡,𘃞,,,,,,,,,,,,,,,,,njɨ2,ljɨ1,,,,,,,,,,,,,,,,,至,也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0607a2,,,,,,,,,,,,,,,,,,1776,1724,1155,5160,3083,3083,659,2422,1724,3593,1537,1537,659,2422,2539,4491,,,𗒝,𘕘,𗎙,𘒇,𗴣,𗴣,𗍊,𘃞,𘕘,𗥡,𗃎,𗃎,𗍊,𘃞,𘎑,𗰔,,,mjĩ1,tsə1,phja1,tshji2,wər1,wər1,sju2,ljɨ1,tsə1,lu2,·jijr1,·jijr1,sju2,ljɨ1,źja2,·jiw2,,,[閔　子],,側,侍,誾　誾,,然,也，,[子　路],,行　行,,然,也。,[冉　有],,,
閔子侍側誾誾 如也 ，子路行行如也，冉有、,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607a3,,,,,,,,,,,,,,,,,,1724,4101,4640,4640,659,2422,1086,232,4491,659,3612,5480,1491,4911,197,,,,𘕘,𘓖,𗖠,𗖠,𗍊,𘃞,𗸱,𗴴,𗰔,𗍊,𗫂,𗈶,𗅋,𘜘,𘟂,,,,tsə1,kow1,ŋwej2,ŋwej2,sju2,ljɨ1,no2,rejr2,·jiw2,sju2,tja1,sjɨ1,mji1,rjir1,ŋwu2,,,
[子　貢],,侃　侃,,然,也。,子,樂。,[由],如,者，,死,不,得,COP。,,,,子貢侃侃如也。子樂：「若由也，不得其死然。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607a4,,,,,,,,,,,,,,,,,,,5714,5438,4633,1185,5180,3612,2754,4143,197,1495,1537,3612,5480,4143,197,5534,,,𗾖,𘒺,𗖸,𗡡,𘟔,𗫂,𘎳,𗴮,𘟂,𗄫,𗃎,𗫂,𗈶,𗴮,𘟂,𗉔,
,goor1,nar2,ŋwuu1,wəə1,lhjii1,tja1,wee1,djịj1,ŋwu2,---,·jijr1,tja1,sjɨ1,djịj1,ŋwu2,tśjiw1,,,老　子,,曰：,柔　弱,,者，,生,徒,COP；,剛　強,,者，,死,徒,COP。,[周],,老子曰：柔弱者，生之徒；剛強者，死之徒。周,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607a5,,,,,,,,,,,,,,,,,,,4694,5290,4633,1495,1537,3612,4310,5480,1491,4911,446,4394,3612,1355,373,2020,
,𗇮,𗳃,𗖸,𗄫,𗃎,𗫂,𗋕,𗈶,𗅋,𘜘,𗠁,𘟠,𗫂,𗅆,𗸓,𗑠,,,rar2,bjị1,ŋwuu1,---,·jijr1,tja1,thja1,sjɨ1,mji1,rjir1,buu2,dzu1,tja1,djɨj2,dwə1,rjir2,,,廟,壁,曰：,強　梁,,者，,其,死,不,得；,勝,好,者，,必,敵,與,,廟之銘曰：「強梁者，不得其死；好勝者，必遇其敵。」 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607a6,,,,,,,,,,,,,,,,,
,4360,5009,1724,3593,1537,1537,659,5714,1086,4633,4491,659,3612,5480,1491,4911,,,𘄏,𘘦,𘕘,𗥡,𗃎,𗃎,𗍊,𗾖,𗸱,𗖸,𗰔,𗍊,𗫂,𗈶,𗅋,𘜘,,,dźju2,tśhjwo1,tsə1,lu2,·jijr1,·jijr1,sju2,goor1,no2,ŋwuu1,·jiw2,sju2,tja1,sjɨ1,mji1,rjir1,,,遇。,故,[子 路],,行　行,,然。,孔　子,,曰：,[由],如,者，,死,不,得,,故子路之行行。孔子曰：「若由也，不得其死然。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0607a7,,,,,,,,,,,,,,,,,,,197,5722,2427,4633,3409,3355,362,4056,3612,5480,4911,2934,5070,2422,2214,659,,,𘟂,𗿖,𘃟,𗖸,𗪺,𗣼,𗸒,𗾀,𗫂,𗈶,𘜘,𗇋,𘓊,𘃞,𘌽,𗍊,,,ŋwu2,ŋiaa2,·jwã1,ŋwuu1,ɣie1,tśhja2,su1,dzu2,tja1,sjɨ1,rjir1,mjijr2,zjɨɨr1,ljɨ1,thjɨ2,sju2,,,COP。,[顏 淵],,曰：,「力,德,比,猛,者，,{死,得},者,鮮,也」,然　　,,,顏淵曰：「力猛于德而得其死者鮮矣。 」,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0607a8,,,,,,,,,,,,,,,,,,,4139,1724,3593,5126,1554,5703,2022,4820,1899,2422,4616,4633,1554,5703,2022,173,,,𗌭,𘕘,𗥡,𘓁,𗃊,𗿆,𗒵,𘆄,𘁟,𘃞,𗗂,𗖸,𗃊,𗿆,𗒵,𗵘,,,ku1,tsə1,lu2,ljɨ̣1,pho1,śjij1,kwa1,njɨ2,do2,ljɨ1,mo2,ŋwuu1,pho1,śjij1,kwa1,tśja1,,,則,[子 路],,與,[盆 成 括],,,等,異,PRT,乎。,曰：,[盆 成 括],,,道,
然則子路之與盆成括 有以異乎。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607b1,,,,,,,,,,,,,,,,,,,1491,2062,3604,5070,5753,5009,1355,5480,173,5753,1724,3593,173,2062,1185,2530,,,𗅋,𗓁,𗧁,𘓊,𗿷,𘘦,𗅆,𗈶,𗵘,𗿷,𘕘,𗥡,𗵘,𗓁,𗡡,𘖑,,,mji1,mji1,rjijr2,zjɨɨr1,dźjij2,tśhjwo1,djɨj2,sjɨ1,tśja1,dźjij2,tsə1,lu2,tśja1,mji1,wəə1,mjɨ1,
,不,聞，,才,小,有。 ,故,必,死,道,有。,[子 路],,道,聞，,法?,不,,曰：括不聞道而小有才，有必死之道。由聞道而不能法，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607b2,,,,,,,,,,,,,,,,,,,3838,5009,5480,1491,4911,173,5753,1355,5480,173,5753,3612,5070,4105,1738,1491,,,𗩱,𘘦,𗈶,𗅋,𘜘,𗵘,𗿷,𗅆,𗈶,𗵘,𗿷,𗫂,𘓊,𘓐,𘂤,𗅋,
,njwi2,tśhjwo1,sjɨ1,mji1,rjir1,tśja1,dźjij2,djɨj2,sjɨ1,tśja1,dźjij2,tja1,zjɨɨr1,dzjwo2,kha1,mji1,,,能。,故,{死,不,得},道,有。,{必,死},道,有,者，,小　人,,中,不,,有 不得其死之道。有必死之道，不免為小人； ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607b3,,,,,,,,,,,,,,,,,,,3025,5480,1491,4911,173,5753,3612,5714,1131,3384,3772,3510,2422,,,,
,𗇘,𗈶,𗅋,𘜘,𗵘,𗿷,𗫂,𗾖,𘈷,𗨻,𗦁,𗤋,𘃞,,,,,,lhew2,sjɨ1,mji1,rjir1,tśja1,dźjij2,tja1,goor1,gji2,we2,ɣie2,mjij1,ljɨ1,,,,,,免。,{死,不,得},道,有,者，,君　子,,為,害,無,也。,,,,,有不得其死之道，無害為君子。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0607b4,,,,,,,,,,,,,,,,,
3593,4105,1968,3358,2413,1776,1724,3059,4633,5813,3846,4614,4139,4414,3407,2422,1355,,𗥡,𘓐,𗔇,𗧥,𘃡,𗒝,𘕘,𘀺,𗖸,𗬩,𗫿,𗖵,𗌭,𘝶,𗦜,𘃞,𗅆,,lu2,dzjwo2,·u2,zjir2,wji1,mjĩ1,tsə1,khja2,ŋwuu1,kie1,kjwi1,bju1,ku1,thjij2,sjo2,ljɨ1,djɨj2,,[魯],人,庫,長 ,為。,[閔 子 騫],,,曰：,「貫,舊,仍,則，,如　何,,也。,必,,魯人為長府 。閔子騫曰：「仍舊貫 ，如之何，何必改作。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0607b5,,,,,,,,,,,,,,,,,,4414,2073,2408,1086,4633,2214,4105,1491,451,451,4724,1355,3299,,,,,,𘝶,𗓆,𘃨,𗸱,𗖸,𘌽,𘓐,𗅋,𗟲,𗟲,𘅍,𗅆,𘉥,,,,,,thjij2,ljij1,ɣjɨr1,no2,ŋwuu1,thjɨ2,dzjwo2,mji1,ŋwuu1,ŋwuu1,zjịj1,djɨj2,dźjaa1,,,,,,何,改,作。」,子,曰：,「此,人,不,言。,言,時,必,中。」,,,,,,子曰：「夫人不言，言必有中。」,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0607b6,,,,,,,,,,,,,,,,,,,396,1491,5770,4139,1143,1491,5477,1633,1491,4489,4139,3020,1491,2073,3593,4105,,,𘞙,𗅋,𘊝,𗌭,𗹙,𗅋,𗯜,𘉐,𗅋,𗰗,𗌭,𘛇,𗅋,𗓆,𗥡,𘓐,,,gjịj1,mji1,·jir2,ku1,tsjiir1,mji1,lhej2,·ioow1,mji1,ɣạ2,ku1,gju2,mji1,ljij1,lu2,dzjwo2,,,利,不,百,則；,法,不,變。,功,不,十,則；,器,不,易。,[魯],人,
